chunk_id,band_id,start_mhz,end_mhz,behavior_category,site,split,horizon,model,mae_db,rmse_db
powder_600_800,region_01,600.5,607.5,mixed_activity,humanities,humanities_test,1,vanillalstm,2.9852242469787598,4.228911399841309
powder_600_800,region_02,608.5,621.5,noise_floor,humanities,humanities_test,1,vanillalstm,0.03829741105437279,0.06900260597467422
powder_600_800,region_03,622.5,641.5,bursty_short_timescale,humanities,humanities_test,1,vanillalstm,2.6393823623657227,3.5690627098083496
powder_600_800,region_04,642.5,646.5,mixed_activity,humanities,humanities_test,1,vanillalstm,1.4414311647415161,1.9818291664123535
powder_600_800,region_05,647.5,655.5,diurnal_pattern,humanities,humanities_test,1,vanillalstm,2.278036594390869,2.944524049758911
powder_600_800,region_06,656.5,675.5,mixed_activity,humanities,humanities_test,1,vanillalstm,1.3314504623413086,1.9129247665405273
powder_600_800,region_07,676.5,690.5,noise_floor,humanities,humanities_test,1,vanillalstm,0.05828283727169037,0.21932153403759003
powder_600_800,region_08,691.5,728.5,mixed_activity,humanities,humanities_test,1,vanillalstm,1.319612741470337,1.7464230060577393
powder_600_800,region_09,729.5,734.5,mixed_activity,humanities,humanities_test,1,vanillalstm,1.349379062652588,1.8083069324493408
powder_600_800,region_10,735.5,740.5,intermittent_occupancy,humanities,humanities_test,1,vanillalstm,1.3539639711380005,1.7361438274383545
powder_600_800,region_11,741.5,745.5,intermittent_occupancy,humanities,humanities_test,1,vanillalstm,0.9728710651397705,1.5633398294448853
powder_600_800,region_12,746.5,755.5,bursty_short_timescale,humanities,humanities_test,1,vanillalstm,1.6945223808288574,2.3625171184539795
powder_600_800,region_13,756.5,768.5,diurnal_pattern,humanities,humanities_test,1,vanillalstm,0.8116794228553772,1.1887575387954712
powder_600_800,region_14,769.5,776.5,bursty_short_timescale,humanities,humanities_test,1,vanillalstm,5.434864044189453,7.58400821685791
powder_600_800,region_15,777.5,788.5,noise_floor,humanities,humanities_test,1,vanillalstm,0.02038424275815487,0.02791203372180462
powder_600_800,region_16,789.5,794.5,mixed_activity,humanities,humanities_test,1,vanillalstm,0.06617455184459686,0.09033865481615067
powder_600_800,region_17,795.5,799.5,noise_floor,humanities,humanities_test,1,vanillalstm,0.035123735666275024,0.22032558917999268
powder_600_800,region_01,600.5,607.5,mixed_activity,humanities,humanities_test,5,vanillalstm,3.002495527267456,4.250665664672852
powder_600_800,region_02,608.5,621.5,noise_floor,humanities,humanities_test,5,vanillalstm,0.0383211188018322,0.06896857917308807
powder_600_800,region_03,622.5,641.5,bursty_short_timescale,humanities,humanities_test,5,vanillalstm,2.7044010162353516,3.6524851322174072
powder_600_800,region_04,642.5,646.5,mixed_activity,humanities,humanities_test,5,vanillalstm,1.4535683393478394,1.9937806129455566
powder_600_800,region_05,647.5,655.5,diurnal_pattern,humanities,humanities_test,5,vanillalstm,2.273761749267578,2.9338223934173584
powder_600_800,region_06,656.5,675.5,mixed_activity,humanities,humanities_test,5,vanillalstm,1.3406740427017212,1.929429054260254
powder_600_800,region_07,676.5,690.5,noise_floor,humanities,humanities_test,5,vanillalstm,0.05865664780139923,0.22149434685707092
powder_600_800,region_08,691.5,728.5,mixed_activity,humanities,humanities_test,5,vanillalstm,1.3237285614013672,1.7557517290115356
powder_600_800,region_09,729.5,734.5,mixed_activity,humanities,humanities_test,5,vanillalstm,1.3663451671600342,1.841684341430664
powder_600_800,region_10,735.5,740.5,intermittent_occupancy,humanities,humanities_test,5,vanillalstm,1.3763951063156128,1.772294521331787
powder_600_800,region_11,741.5,745.5,intermittent_occupancy,humanities,humanities_test,5,vanillalstm,0.9931648969650269,1.5970261096954346
powder_600_800,region_12,746.5,755.5,bursty_short_timescale,humanities,humanities_test,5,vanillalstm,1.6925179958343506,2.359267234802246
powder_600_800,region_13,756.5,768.5,diurnal_pattern,humanities,humanities_test,5,vanillalstm,0.8195363283157349,1.2015111446380615
powder_600_800,region_14,769.5,776.5,bursty_short_timescale,humanities,humanities_test,5,vanillalstm,5.429961681365967,7.582641124725342
powder_600_800,region_15,777.5,788.5,noise_floor,humanities,humanities_test,5,vanillalstm,0.020491773262619972,0.02789001725614071
powder_600_800,region_16,789.5,794.5,mixed_activity,humanities,humanities_test,5,vanillalstm,0.06552592664957047,0.08934241533279419
powder_600_800,region_17,795.5,799.5,noise_floor,humanities,humanities_test,5,vanillalstm,0.035330601036548615,0.2203369438648224
powder_600_800,region_01,600.5,607.5,mixed_activity,humanities,humanities_test,15,vanillalstm,3.076141357421875,4.345577239990234
powder_600_800,region_02,608.5,621.5,noise_floor,humanities,humanities_test,15,vanillalstm,0.039067722856998444,0.06946758180856705
powder_600_800,region_03,622.5,641.5,bursty_short_timescale,humanities,humanities_test,15,vanillalstm,2.883922576904297,3.8503224849700928
powder_600_800,region_04,642.5,646.5,mixed_activity,humanities,humanities_test,15,vanillalstm,1.4401954412460327,1.973393440246582
powder_600_800,region_05,647.5,655.5,diurnal_pattern,humanities,humanities_test,15,vanillalstm,2.267212152481079,2.910346031188965
powder_600_800,region_06,656.5,675.5,mixed_activity,humanities,humanities_test,15,vanillalstm,1.3826335668563843,1.9811768531799316
powder_600_800,region_07,676.5,690.5,noise_floor,humanities,humanities_test,15,vanillalstm,0.06077426299452782,0.22754909098148346
powder_600_800,region_08,691.5,728.5,mixed_activity,humanities,humanities_test,15,vanillalstm,1.3592830896377563,1.8013629913330078
powder_600_800,region_09,729.5,734.5,mixed_activity,humanities,humanities_test,15,vanillalstm,1.4209742546081543,1.9193549156188965
powder_600_800,region_10,735.5,740.5,intermittent_occupancy,humanities,humanities_test,15,vanillalstm,1.4324153661727905,1.8625133037567139
powder_600_800,region_11,741.5,745.5,intermittent_occupancy,humanities,humanities_test,15,vanillalstm,1.0498430728912354,1.6721949577331543
