epoch,train_loss,val_loss,epoch_start_time,epoch_end_time,epoch_duration_sec,learning_rate
1,0.020530220302986596,0.020716034142034396,2026-07-04T22:24:00+00:00,2026-07-04T22:24:05+00:00,4.6257956200279295,1e-05
