epoch,train_loss,val_loss,epoch_start_time,epoch_end_time,epoch_duration_sec,learning_rate,val_teacher_loss,val_loss_t1,val_loss_t5,val_loss_t15,val_loss_t60
1,0.6533102046870742,1.456396203809699,2026-07-20T13:04:05+00:00,2026-07-20T13:04:27+00:00,22.31540285004303,0.005,1.2585501627124294,1.2215418083418226,1.244143953024658,1.3240516814136432,1.6692357919341831
2,0.5854828321812638,1.4147378833718296,2026-07-20T13:04:27+00:00,2026-07-20T13:04:49+00:00,21.310791829950176,0.005,1.2900247160399387,1.2490686944097484,1.2598087144681203,1.3216142049720945,1.5341215927788463
3,0.5701048102131246,1.4008256977436833,2026-07-20T13:04:49+00:00,2026-07-20T13:05:10+00:00,21.34948299708776,0.005,1.2738826542614616,1.2331514380377062,1.244281181586071,1.3128336606998312,1.5378470038347702
4,0.5578526532232844,1.4331338172472552,2026-07-20T13:05:10+00:00,2026-07-20T13:05:32+00:00,21.416820397018455,0.005,1.2835764883127352,1.2431397405264486,1.2479642834528608,1.3372002937485918,1.5592740359790822
5,0.5520884643814487,1.4098949661866866,2026-07-20T13:05:32+00:00,2026-07-20T13:05:53+00:00,21.314607024076395,0.005,1.2895773777622954,1.2515964391488352,1.2644991237211993,1.3052524540422525,1.6091246491993902
6,0.553994635738424,1.4446615498880104,2026-07-20T13:05:53+00:00,2026-07-20T13:06:14+00:00,21.34748461295385,0.005,1.2873495005759872,1.248396009411677,1.2522641860227535,1.3338840381164785,1.6394949534906513
7,0.5397604574347385,1.421328707994442,2026-07-20T13:06:14+00:00,2026-07-20T13:06:36+00:00,21.350720538990572,0.005,1.3186754635766411,1.2821703590993394,1.2652790282317206,1.3407029675745255,1.5284038467931784
8,0.5331289546785458,1.4323990585423316,2026-07-20T13:06:36+00:00,2026-07-20T13:06:57+00:00,21.232058139052242,0.005,1.3263220772477304,1.2851562740422096,1.251848278380788,1.3371772868110534,1.5613991698752476
9,0.5277745274315959,1.4445295869347883,2026-07-20T13:06:57+00:00,2026-07-20T13:07:20+00:00,23.19073770509567,0.005,1.343624370894057,1.2982388125566056,1.2614775687524433,1.330870448404637,1.6061635742304068
10,0.5225081109169301,1.4085103234232064,2026-07-20T13:07:20+00:00,2026-07-20T13:07:43+00:00,23.02212541003246,0.005,1.3564588123828605,1.3117533196375697,1.2568326954444553,1.3112547213654193,1.5299408608852587
11,0.5202058927224599,1.4207246964719116,2026-07-20T13:07:43+00:00,2026-07-20T13:08:06+00:00,22.646267720963806,0.005,1.3508805844326617,1.3085754400359664,1.2653570182456417,1.3187030518300848,1.5560563322785612
12,0.5184898017027829,1.3974667799390847,2026-07-20T13:08:06+00:00,2026-07-20T13:08:27+00:00,21.4784484639531,0.005,1.337564658171535,1.2951306094642447,1.257575459112367,1.3290690406758519,1.4937587225136637
13,0.5125353757558825,1.4531066142665785,2026-07-20T13:08:27+00:00,2026-07-20T13:08:48+00:00,21.29836393496953,0.005,1.3551874636146657,1.3135245944635845,1.2900898294470708,1.3505231917041054,1.5972915340508096
14,0.5151968182635909,1.4502445977548317,2026-07-20T13:08:48+00:00,2026-07-20T13:09:10+00:00,21.29176247806754,0.005,1.3401811155679118,1.2994048932383677,1.2757198765042905,1.3612634762267832,1.568312755698371
15,0.5085555241380957,1.476654374572136,2026-07-20T13:09:10+00:00,2026-07-20T13:09:31+00:00,21.15830047801137,0.005,1.3794150603828401,1.339055322890431,1.2946440169973352,1.3736190344196317,1.625615734103256
16,0.5067062240412136,1.4212882149028268,2026-07-20T13:09:31+00:00,2026-07-20T13:09:52+00:00,21.257456253981218,0.005,1.360689306368438,1.318006654656325,1.2639738087257053,1.3169107655699333,1.5434264991008388
17,0.5062830415107548,1.4826236465124796,2026-07-20T13:09:52+00:00,2026-07-20T13:10:13+00:00,21.288187064928934,0.005,1.3570081588418725,1.3176975017107562,1.2870399236132664,1.3843832729971983,1.6352946293818487
18,0.5071120043029962,1.4741401013023896,2026-07-20T13:10:13+00:00,2026-07-20T13:10:35+00:00,21.37701802304946,0.005,1.371933042046858,1.332227990315833,1.2965484674510563,1.3723306371748585,1.6050346802900182
19,0.5027611219014276,1.4288140720224636,2026-07-20T13:10:35+00:00,2026-07-20T13:10:56+00:00,21.413643610081635,0.005,1.3649103229878239,1.3268095224845309,1.2879813087177787,1.3447856633512003,1.5489965778347916
20,0.5021113387116162,1.434765771475341,2026-07-20T13:10:56+00:00,2026-07-20T13:11:18+00:00,21.33782960299868,0.005,1.4124803299025965,1.3698990794881962,1.3168018856879133,1.3470581927492566,1.5402813176329215
