representation,model,checkpoint_seed,task_id,metric_scope,region_id,receiver,horizon,count,n_origins,mae_db,rmse_db,source_file,source_key,status
4d,convlstm,42,reference-powder-600-800,full_grid_idw,R14,,60,2257600,2822,3.2770919799804688,4.899422645568848,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,full_grid_idw,R15,,60,3386400,2822,0.10258244723081589,0.4631754159927368,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,full_grid_idw,R16,,60,1693200,2822,0.5058884620666504,1.5920264720916748,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,full_grid_idw,R17,,60,1411000,2822,0.07652575522661209,0.37746405601501465,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R1,cpg,1,22576,2822,0.45022109150886536,0.5421788096427917,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R2,cpg,1,39508,2822,0.034140847623348236,0.15043668448925018,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R3,cpg,1,56440,2822,1.9014288187026978,2.340555191040039,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R4,cpg,1,14110,2822,0.5331205129623413,0.6940038204193115,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R5,cpg,1,25398,2822,1.5210888385772705,1.8144161701202393,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R6,cpg,1,56440,2822,1.162950038909912,1.743843674659729,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R7,cpg,1,42330,2822,0.035514891147613525,0.1355079859495163,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R8,cpg,1,107236,2822,1.1040375232696533,1.5237613916397095,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R9,cpg,1,16932,2822,0.6667603254318237,0.8751545548439026,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R10,cpg,1,16932,2822,1.074130892753601,1.4731755256652832,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R11,cpg,1,14110,2822,0.8619881272315979,1.2953262329101562,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R12,cpg,1,28220,2822,0.8515106439590454,1.0647393465042114,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R13,cpg,1,36686,2822,0.7900295257568359,1.3043415546417236,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R14,cpg,1,22576,2822,4.115809440612793,5.868540287017822,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R15,cpg,1,33864,2822,0.21800844371318817,0.9328139424324036,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R16,cpg,1,16932,2822,1.5623579025268555,3.35036301612854,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R17,cpg,1,14110,2822,0.14113685488700867,0.7161215543746948,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R1,ebc,1,22576,2822,0.8596377372741699,0.9852045774459839,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R2,ebc,1,39508,2822,0.02443978190422058,0.040531519800424576,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R3,ebc,1,56440,2822,1.159374713897705,1.4872385263442993,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R4,ebc,1,14110,2822,0.5906695127487183,0.7974668145179749,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R5,ebc,1,25398,2822,0.9662994742393494,1.2085167169570923,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R6,ebc,1,56440,2822,0.5695849657058716,0.6986850500106812,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R7,ebc,1,42330,2822,0.06228572502732277,0.2278689295053482,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R8,ebc,1,107236,2822,0.7700988054275513,1.0171390771865845,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R9,ebc,1,16932,2822,0.6902063488960266,0.8527607917785645,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R10,ebc,1,16932,2822,0.976515531539917,1.2245433330535889,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R11,ebc,1,14110,2822,0.6777798533439636,1.0012143850326538,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R12,ebc,1,28220,2822,1.2189486026763916,1.5426092147827148,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R13,ebc,1,36686,2822,0.44269996881484985,0.628400444984436,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R14,ebc,1,22576,2822,3.506507635116577,5.085181713104248,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R15,ebc,1,33864,2822,0.05573023483157158,0.11292152851819992,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R16,ebc,1,16932,2822,0.19781944155693054,0.30965033173561096,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R17,ebc,1,14110,2822,0.06436685472726822,0.23064152896404266,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R1,humanities,1,22576,2822,1.0877368450164795,1.5325506925582886,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R2,humanities,1,39508,2822,0.030295709148049355,0.039117176085710526,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R3,humanities,1,56440,2822,2.6411242485046387,3.0939555168151855,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R4,humanities,1,14110,2822,0.7371896505355835,1.014241337776184,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R5,humanities,1,25398,2822,1.4377883672714233,1.8161259889602661,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R6,humanities,1,56440,2822,1.0243297815322876,1.448209285736084,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R7,humanities,1,42330,2822,0.05762235447764397,0.14886701107025146,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R8,humanities,1,107236,2822,1.0906645059585571,1.4636914730072021,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R9,humanities,1,16932,2822,1.206157922744751,1.4661000967025757,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R10,humanities,1,16932,2822,1.2012696266174316,1.5164412260055542,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R11,humanities,1,14110,2822,0.9940241575241089,1.3885432481765747,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R12,humanities,1,28220,2822,1.2011573314666748,1.7417858839035034,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R13,humanities,1,36686,2822,1.1758915185928345,1.48601496219635,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R14,humanities,1,22576,2822,5.315598011016846,7.23233699798584,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R15,humanities,1,33864,2822,0.05441531166434288,0.0915580540895462,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R16,humanities,1,16932,2822,0.17509765923023224,0.2704676389694214,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R17,humanities,1,14110,2822,0.04098127782344818,0.10478817671537399,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R1,madsen,1,22576,2822,1.685654640197754,2.182347536087036,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R2,madsen,1,39508,2822,0.026960410177707672,0.053615719079971313,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R3,madsen,1,56440,2822,1.7504881620407104,2.2430524826049805,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R4,madsen,1,14110,2822,1.2926244735717773,1.8336600065231323,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R5,madsen,1,25398,2822,1.163825511932373,1.4064865112304688,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R6,madsen,1,56440,2822,0.8072336316108704,1.2183024883270264,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R7,madsen,1,42330,2822,0.039457518607378006,0.14433911442756653,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R8,madsen,1,107236,2822,1.185083270072937,1.436023473739624,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R9,madsen,1,16932,2822,1.1508126258850098,1.3407247066497803,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R10,madsen,1,16932,2822,1.2370765209197998,1.5790637731552124,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R11,madsen,1,14110,2822,0.6000616550445557,0.9972267746925354,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R12,madsen,1,28220,2822,1.5596283674240112,1.9321773052215576,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R13,madsen,1,36686,2822,0.912659764289856,1.3800767660140991,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R14,madsen,1,22576,2822,3.30253267288208,4.903754711151123,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R15,madsen,1,33864,2822,0.04610961675643921,0.09934468567371368,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R16,madsen,1,16932,2822,0.19428709149360657,0.327971488237381,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R17,madsen,1,14110,2822,0.049252551048994064,0.18761420249938965,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
4d,convlstm,42,reference-powder-600-800,receiver_grid_idw,R1,moran,1,22576,2822,1.2585407495498657,1.500786542892456,remote_minio/region_metrics.csv,spectrum-usage/ray/production-20260731-transfer-4d-v1/transfer-4d-eval/run_a62d5_00000_0_cell=task_id_reference-powder-600-800_model_convlstm_seed_42_2026-07-31_05-06-55/checkpoint_000000/region_metrics.csv,completed
