representation,model,experiment_path,trial_id,trial_status,selected_winner,objective_name,objective,val_mean_horizon_mae_db,val_mae_db_t1,val_mae_db_t15,val_mae_db_t60,val_loss,forecast_epoch,training_time_seconds,ray_trial_time_seconds,parameters_json,checkpoint_path
2d,autoformer_csa,spectrum-usage/spectrum-usage/ray/production-20260728-v5-rerun/autoformer_csa/autoformer_csa-search,ce146_00000,pruned,False,val_mean_horizon_mae_db,1.0400248307690045,1.0400248307690045,0.974517878518693,1.0093319580478557,1.136224655740465,0.277223303271098,5,,655.913720369339,"{""architecture"": ""tiny"", ""capacity"": ""tiny"", ""seed"": 42, ""train.batch_size"": 8, ""train.learning_rate"": 0.0001, ""train.weight_decay"": 0.0}",
2d,autoformer_csa,spectrum-usage/spectrum-usage/ray/production-20260728-v5-rerun/autoformer_csa/autoformer_csa-search,ce146_00001,pruned,False,val_mean_horizon_mae_db,1.0746855248409442,1.0746855248409442,1.0049228766203349,1.0495292537283964,1.1696044441741011,0.2817695253678352,5,,838.0395503044128,"{""architecture"": ""small"", ""capacity"": ""small"", ""seed"": 42, ""train.batch_size"": 8, ""train.learning_rate"": 0.0001, ""train.weight_decay"": 0.0}",
2d,autoformer_csa,spectrum-usage/spectrum-usage/ray/production-20260728-v5-rerun/autoformer_csa/autoformer_csa-search,ce146_00002,pruned,False,val_mean_horizon_mae_db,1.0580711674439576,1.0580711674439576,0.9955287545430609,1.0244499111825278,1.154234836606284,0.2783550841284015,5,,837.860925912857,"{""architecture"": ""reference"", ""capacity"": ""reference"", ""seed"": 42, ""train.batch_size"": 8, ""train.learning_rate"": 0.0001, ""train.weight_decay"": 0.0}",
2d,autoformer_csa,spectrum-usage/spectrum-usage/ray/production-20260728-v5-rerun/autoformer_csa/autoformer_csa-search,ce146_00003,pruned,False,val_mean_horizon_mae_db,1.0413414761388218,1.0413414761388218,0.964641859779868,0.9980215186889864,1.161361049947611,0.2745610555968079,5,,224.13195848464966,"{""architecture"": ""historical:summary70_residual_family"", ""capacity"": ""historical:summary70_residual_family"", ""seed"": 42, ""train.batch_size"": 32, ""train.learning_rate"": 0.0001, ""train.weight_decay"": 0.0}",
2d,autoformer_csa,spectrum-usage/spectrum-usage/ray/production-20260728-v5-rerun/autoformer_csa/autoformer_csa-search,ce146_00004,completed,False,val_mean_horizon_mae_db,1.0188291703598866,1.0188291703598866,0.9462097093272684,0.9916071290510218,1.1186706727013696,0.2739030249884957,5,1325.14,1330.3990862369537,"{""architecture"": ""tiny"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 16, ""train.learning_rate"": 8.241375352280246e-05, ""train.weight_decay"": 0.0001}","spectrum-usage/spectrum-usage/ray/production-20260728-v5-rerun/autoformer_csa/autoformer_csa-search/trainable_ce146_00004_4_architecture=tiny,train_batch_size=16,train_learning_rate=0.0001,train_weight_decay=0.0001_2026-07-28_14-58-34/checkpoint_000000/checkpoints/powder_600_800_t4t6_autoformer_csa.pt"
2d,autoformer_csa,spectrum-usage/spectrum-usage/ray/production-20260728-v5-rerun/autoformer_csa/autoformer_csa-search,ce146_00005,pruned,False,val_mean_horizon_mae_db,1.0540620398619687,1.0540620398619687,0.9917393400474778,1.0240551646538465,1.1463916148845819,0.2762492534347535,5,,822.1811239719391,"{""architecture"": ""historical:summary70_residual_family"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 8, ""train.learning_rate"": 0.00014944771656714891, ""train.weight_decay"": 0.0}",
2d,autoformer_csa,spectrum-usage/spectrum-usage/ray/production-20260728-v5-rerun/autoformer_csa/autoformer_csa-search,ce146_00006,completed,False,val_mean_horizon_mae_db,1.0219833783953394,1.0219833783953394,0.9494543355382996,0.9942749936731663,1.1222208059745518,0.273858362989777,4,868.01,873.1625611782074,"{""architecture"": ""reference"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 32, ""train.learning_rate"": 0.0001730856075010875, ""train.weight_decay"": 0.0001}","spectrum-usage/spectrum-usage/ray/production-20260728-v5-rerun/autoformer_csa/autoformer_csa-search/trainable_ce146_00006_6_architecture=reference,train_batch_size=32,train_learning_rate=0.0002,train_weight_decay=0.0001_2026-07-28_14-58-34/checkpoint_000000/checkpoints/powder_600_800_t4t6_autoformer_csa.pt"
2d,autoformer_csa,spectrum-usage/spectrum-usage/ray/production-20260728-v5-rerun/autoformer_csa/autoformer_csa-search,ce146_00007,completed,True,val_mean_horizon_mae_db,1.018411076639005,1.018411076639005,0.9559829992216824,0.9915566211116155,1.1076936095837178,0.27350243982073336,9,1738.07,1743.377177476883,"{""architecture"": ""historical:summary70_residual_family"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 16, ""train.learning_rate"": 4.0293490202588606e-05, ""train.weight_decay"": 0.0001}","spectrum-usage/spectrum-usage/ray/production-20260728-v5-rerun/autoformer_csa/autoformer_csa-search/trainable_ce146_00007_7_architecture=historical_summary70_residual_family,train_batch_size=16,train_learning_rate=0.0000,train_wei_2026-07-28_14-58-34/checkpoint_000000/checkpoints/powder_600_800_t4t6_autoformer_csa.pt"
2d,autoformer_csa,spectrum-usage/spectrum-usage/ray/production-20260728-v5-rerun/autoformer_csa/autoformer_csa-search,ce146_00008,pruned,False,val_mean_horizon_mae_db,1.039593517821013,1.039593517821013,0.9735215041194033,1.0136857506027432,1.1315732987408924,0.27531904093460574,5,,220.71324944496155,"{""architecture"": ""reference"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 32, ""train.learning_rate"": 0.00025344646814192903, ""train.weight_decay"": 1e-05}",
2d,autoformer_csa,spectrum-usage/spectrum-usage/ray/production-20260728-v5-rerun/autoformer_csa/autoformer_csa-search,ce146_00009,pruned,False,val_mean_horizon_mae_db,1.0507129750751911,1.0507129750751911,0.9881607640141524,1.0261605962791318,1.1378175649322888,0.2781199594767383,5,,425.543555021286,"{""architecture"": ""reference"", ""capacity"": ""random"", ""seed"": 42, ""train.batch_size"": 16, ""train.learning_rate"": 0.000199472425247765, ""train.weight_decay"": 1e-05}",
