model_name,seed,condition,band_id,start_mhz,end_mhz,objective,objective_name,test_mean_horizon_mae_db,test_mean_horizon_rmse_db,test_mae_db_t1,test_rmse_db_t1,test_mae_db_t15,test_rmse_db_t15,test_mae_db_t60,test_rmse_db_t60,test_n_values_t1,test_n_values_t15,test_n_values_t60
residuallinearar2d,41,region_only,R6,656.5,675.5,0.7836613868542038,val_mean_horizon_mae_db,0.6625610953566584,1.195235674109602,0.6058713317470302,1.1074829787327702,0.6493102523902508,1.1770508493992478,0.7325017019326941,1.301173194196788,435540,435540,435540
residuallinearar2d,42,region_only,R6,656.5,675.5,0.7816459466214036,val_mean_horizon_mae_db,0.659936374261939,1.1949837200038944,0.6022110431336741,1.1052309012430932,0.6449100891672427,1.1750072203339945,0.7326879904849003,1.3047130384345957,435540,435540,435540
residuallinearar2d,43,region_only,R6,656.5,675.5,0.7840413554722051,val_mean_horizon_mae_db,0.6624531636034681,1.193989021001207,0.6047455070114783,1.1055496222017691,0.6494426076009417,1.176155193790091,0.7331713761979841,1.3002622470117609,435540,435540,435540
residuallinearar2d,44,region_only,R6,656.5,675.5,0.7836672096419287,val_mean_horizon_mae_db,0.6619926311682514,1.194327350516731,0.60528389767422,1.1064908814110845,0.6486813867322592,1.1758044774552936,0.7320126090982748,1.300686692683815,435540,435540,435540
residuallinearar2d,40,full_context,R8,691.5,728.5,1.056718517905855,val_mean_horizon_mae_db,0.7911564978094049,1.2803371209444656,0.7309994071622848,1.183378401038063,0.7765418282854852,1.2583512012610376,0.8659282579804446,1.3992817605342958,827526,827526,827526
residuallinearar2d,41,full_context,R8,691.5,728.5,1.0620427529455145,val_mean_horizon_mae_db,0.796011369633901,1.2801916444695476,0.7325660070949799,1.1830311443313533,0.7805971363528686,1.2582397712961282,0.8748709654538547,1.3993040177811609,827526,827526,827526
residuallinearar2d,42,full_context,R8,691.5,728.5,1.0570585828392947,val_mean_horizon_mae_db,0.7890269887228595,1.2809601528520391,0.7292150763691722,1.1826045525582984,0.772684898554125,1.2574647708950086,0.8651809912452814,1.4028111351028103,827526,827526,827526
residuallinearar2d,43,full_context,R8,691.5,728.5,1.061092977205773,val_mean_horizon_mae_db,0.7910680363532473,1.278704679258267,0.7311570145758077,1.1830980223308192,0.7771108118415526,1.2579304941430427,0.8649362826423815,1.395085521300939,827526,827526,827526
residuallinearar2d,44,full_context,R8,691.5,728.5,1.0645297132240334,val_mean_horizon_mae_db,0.7977466000624233,1.279761358756998,0.7334547591753997,1.182974294041387,0.7827532869274734,1.258369547074396,0.8770317540843966,1.397940235155211,827526,827526,827526
residuallinearar2d,40,region_only,R8,691.5,728.5,1.056718517905855,val_mean_horizon_mae_db,0.7911564978094049,1.2803371209444656,0.7309994071622848,1.183378401038063,0.7765418282854852,1.2583512012610376,0.8659282579804446,1.3992817605342958,827526,827526,827526
residuallinearar2d,41,region_only,R8,691.5,728.5,1.0620427529455145,val_mean_horizon_mae_db,0.796011369633901,1.2801916444695476,0.7325660070949799,1.1830311443313533,0.7805971363528686,1.2582397712961282,0.8748709654538547,1.3993040177811609,827526,827526,827526
residuallinearar2d,42,region_only,R8,691.5,728.5,1.0570585828392947,val_mean_horizon_mae_db,0.7890269887228595,1.2809601528520391,0.7292150763691722,1.1826045525582984,0.772684898554125,1.2574647708950086,0.8651809912452814,1.4028111351028103,827526,827526,827526
residuallinearar2d,43,region_only,R8,691.5,728.5,1.061092977205773,val_mean_horizon_mae_db,0.7910680363532473,1.278704679258267,0.7311570145758077,1.1830980223308192,0.7771108118415526,1.2579304941430427,0.8649362826423815,1.395085521300939,827526,827526,827526
residuallinearar2d,44,region_only,R8,691.5,728.5,1.0645297132240334,val_mean_horizon_mae_db,0.7977466000624233,1.279761358756998,0.7334547591753997,1.182974294041387,0.7827532869274734,1.258369547074396,0.8770317540843966,1.397940235155211,827526,827526,827526
residuallinearar2d,40,full_context,R9,729.5,734.5,1.0157798875700745,val_mean_horizon_mae_db,0.8464627508225627,1.240581774549499,0.780509727547979,1.1546593658941222,0.8396492485530676,1.2369467845990454,0.9192292763666419,1.3301391731553294,130662,130662,130662
residuallinearar2d,41,full_context,R9,729.5,734.5,1.0108047267381084,val_mean_horizon_mae_db,0.8416930533133988,1.234620731858271,0.7790189432609915,1.1539726594650208,0.8360129537087686,1.231084997908982,0.9100472629704365,1.3188045382008098,130662,130662,130662
residuallinearar2d,42,full_context,R9,729.5,734.5,1.009307835953495,val_mean_horizon_mae_db,0.8386033806102567,1.2367102922547004,0.7774481526312471,1.1536333999570945,0.8323701259815476,1.232399457748681,0.9059918632179754,1.3240980190583258,130662,130662,130662
residuallinearar2d,43,full_context,R9,729.5,734.5,1.0096624687334506,val_mean_horizon_mae_db,0.8408430055431816,1.235520606369203,0.7788958127556542,1.153928009038372,0.8349932584628129,1.2322012058868461,0.9086399454110778,1.3204326041823908,130662,130662,130662
residuallinearar2d,44,full_context,R9,729.5,734.5,1.0110953959049167,val_mean_horizon_mae_db,0.8404493286024128,1.2399798486926157,0.7786977937013475,1.1553231187165933,0.833773933699443,1.235235868166405,0.908876258406448,1.3293805591948487,130662,130662,130662
residuallinearar2d,40,region_only,R9,729.5,734.5,1.0157798875700745,val_mean_horizon_mae_db,0.8464627508225627,1.240581774549499,0.780509727547979,1.1546593658941222,0.8396492485530676,1.2369467845990454,0.9192292763666419,1.3301391731553294,130662,130662,130662
residuallinearar2d,41,region_only,R9,729.5,734.5,1.0108047267381084,val_mean_horizon_mae_db,0.8416930533133988,1.234620731858271,0.7790189432609915,1.1539726594650208,0.8360129537087686,1.231084997908982,0.9100472629704365,1.3188045382008098,130662,130662,130662
residuallinearar2d,42,region_only,R9,729.5,734.5,1.009307835953495,val_mean_horizon_mae_db,0.8386033806102567,1.2367102922547004,0.7774481526312471,1.1536333999570945,0.8323701259815476,1.232399457748681,0.9059918632179754,1.3240980190583258,130662,130662,130662
residuallinearar2d,43,region_only,R9,729.5,734.5,1.0096624687334506,val_mean_horizon_mae_db,0.8408430055431816,1.235520606369203,0.7788958127556542,1.153928009038372,0.8349932584628129,1.2322012058868461,0.9086399454110778,1.3204326041823908,130662,130662,130662
residuallinearar2d,44,region_only,R9,729.5,734.5,1.0110953959049167,val_mean_horizon_mae_db,0.8404493286024128,1.2399798486926157,0.7786977937013475,1.1553231187165933,0.833773933699443,1.235235868166405,0.908876258406448,1.3293805591948487,130662,130662,130662
