model_name,seed,condition,band_id,start_mhz,end_mhz,objective,objective_name,test_mean_horizon_mae_db,test_mean_horizon_rmse_db,test_mae_db_t1,test_rmse_db_t1,test_mae_db_t15,test_rmse_db_t15,test_mae_db_t60,test_rmse_db_t60,test_n_values_t1,test_n_values_t15,test_n_values_t60
residuallinearar2d,43,full_context,R5,647.5,655.5,1.2352574089863777,val_mean_horizon_mae_db,1.0301293762423673,1.6855900489911868,0.7627782012414251,1.1842253953581638,0.9304418855064439,1.5256637156887125,1.3971680419792327,2.346881035926685,195993,195993,195993
residuallinearar2d,44,full_context,R5,647.5,655.5,1.2341126130797717,val_mean_horizon_mae_db,1.0297451102687933,1.6846357217223016,0.7622576650680515,1.1842053676288935,0.9312274151190264,1.5252494197608717,1.3957502506193022,2.3444523777771398,195993,195993,195993
residuallinearar2d,40,region_only,R5,647.5,655.5,1.2330919717681974,val_mean_horizon_mae_db,1.0275659044029943,1.6848321618084536,0.7613530276726043,1.1840995972678725,0.9279435360151823,1.5249098652949231,1.3934011495211966,2.345487022862565,195993,195993,195993
residuallinearar2d,41,region_only,R5,647.5,655.5,1.2334850916072506,val_mean_horizon_mae_db,1.0283191522196855,1.684507002872495,0.7617165987842424,1.1832368637403619,0.929580849283473,1.5260663091383602,1.3936600085913413,2.344217835738763,195993,195993,195993
residuallinearar2d,42,region_only,R5,647.5,655.5,1.2347203187800524,val_mean_horizon_mae_db,1.0296125890382348,1.6833492433723067,0.7605823363999338,1.1823348063087842,0.9309291850207182,1.5241640605561053,1.3973262456940525,2.3435488632520305,195993,195993,195993
residuallinearar2d,43,region_only,R5,647.5,655.5,1.2352574089863777,val_mean_horizon_mae_db,1.0301293762423673,1.6855900489911868,0.7627782012414251,1.1842253953581638,0.9304418855064439,1.5256637156887125,1.3971680419792327,2.346881035926685,195993,195993,195993
residuallinearar2d,44,region_only,R5,647.5,655.5,1.2341126130797717,val_mean_horizon_mae_db,1.0297451102687933,1.6846357217223016,0.7622576650680515,1.1842053676288935,0.9312274151190264,1.5252494197608717,1.3957502506193022,2.3444523777771398,195993,195993,195993
residuallinearar2d,40,full_context,R6,656.5,675.5,0.7824270094400578,val_mean_horizon_mae_db,0.6612461627629074,1.195766138198734,0.601690513494176,1.1052305504223527,0.6459602897410365,1.1766400054974677,0.7360876850535096,1.3054278586763812,435540,435540,435540
residuallinearar2d,41,full_context,R6,656.5,675.5,0.7836613868542038,val_mean_horizon_mae_db,0.6625610953566584,1.195235674109602,0.6058713317470302,1.1074829787327702,0.6493102523902508,1.1770508493992478,0.7325017019326941,1.301173194196788,435540,435540,435540
residuallinearar2d,42,full_context,R6,656.5,675.5,0.7816459466214036,val_mean_horizon_mae_db,0.659936374261939,1.1949837200038944,0.6022110431336741,1.1052309012430932,0.6449100891672427,1.1750072203339945,0.7326879904849003,1.3047130384345957,435540,435540,435540
residuallinearar2d,43,full_context,R6,656.5,675.5,0.7840413554722051,val_mean_horizon_mae_db,0.6624531636034681,1.193989021001207,0.6047455070114783,1.1055496222017691,0.6494426076009417,1.176155193790091,0.7331713761979841,1.3002622470117609,435540,435540,435540
residuallinearar2d,44,full_context,R6,656.5,675.5,0.7836672096419287,val_mean_horizon_mae_db,0.6619926311682514,1.194327350516731,0.60528389767422,1.1064908814110845,0.6486813867322592,1.1758044774552936,0.7320126090982748,1.300686692683815,435540,435540,435540
residuallinearar2d,40,region_only,R6,656.5,675.5,0.7824270094400578,val_mean_horizon_mae_db,0.6612461627629074,1.195766138198734,0.601690513494176,1.1052305504223527,0.6459602897410365,1.1766400054974677,0.7360876850535096,1.3054278586763812,435540,435540,435540
