epoch,train_loss,val_loss
1,0.5921581058960105,1.7221686752502527
2,0.11442191818155899,1.7178170512625053
3,0.08881163417535431,1.8719789618152682
4,0.07392102490222643,2.03628557886781
5,0.06416338307132119,1.7325293586752508
6,0.05857124742750057,1.087701767177905
7,0.05488679258635967,1.609319428266105
8,0.05240971369064717,1.3034839374197404
9,0.04818124182273282,1.1215706114041604
10,0.0449279083405786,1.4382165333645491
11,0.04373291128755046,1.3749646305364405
12,0.04291474259892943,1.0524250733650338
13,0.042450046962047884,1.5805614782591997
14,0.04199815713010627,1.508516692845835
15,0.04174309154329729,0.6977012258465007
16,0.041509893014220374,1.569690088094291
17,0.041241178889673394,1.4287779519786943
18,0.04101837678361908,1.3335264368919328
19,0.04093864236056814,1.95815722551723
20,0.040783534894722064,1.4302245263999465
21,0.04063270725374148,1.6303292620653487
22,0.040465538119775955,1.1264915941125255
23,0.03988277779331803,0.9804524715337376
24,0.03743890368843049,1.7067999159548917
25,0.03632435332133223,0.7063328256714816
