epoch,train_loss,val_loss
1,0.325007697280041,0.8884574380298119
2,0.10200917288700752,0.7693017684133713
3,0.08001257459316376,0.786074548454608
4,0.06659829657698434,0.7890958681618426
5,0.057550539630708525,0.8511155941392069
6,0.0512923796098722,0.899223462336481
7,0.04720987243703222,0.890718853069564
8,0.04485453026234477,1.0985998204872434
9,0.04330166464003068,0.9788887352593201
10,0.04208463006728151,0.8805489863379526
11,0.041174391553182345,0.8238009605030555
12,0.040587806709142304,1.1448127219905961
13,0.040028614655929703,0.8883943779993866
14,0.03960117024790263,1.392587523002409
15,0.03774269145679459,1.0278022881955078
16,0.03714598244631588,1.016733686802751
17,0.03691166825446382,1.2566309399523978
18,0.03681497835353538,1.0275592901612405
19,0.03673959689332611,1.0168561820930007
20,0.036516255642543606,1.0460841975643136
21,0.03649642685229225,1.0035652764099465
22,0.036486564860245915,1.162301472351376
23,0.036347998155635476,1.0124033925223486
24,0.03633747180514932,1.0251832624613229
25,0.03633840600718102,1.0684322933692716
