chunk_id,band_id,start_mhz,end_mhz,behavior_category,site,split,horizon,model,mae_db,rmse_db
powder_600_800,region_01,600.5,607.5,mixed_activity,humanities,humanities_test,1,vanillalstm,2.983267068862915,4.280871391296387
powder_600_800,region_02,608.5,621.5,noise_floor,humanities,humanities_test,1,vanillalstm,0.03293932229280472,0.06495365500450134
powder_600_800,region_03,622.5,641.5,bursty_short_timescale,humanities,humanities_test,1,vanillalstm,3.0513572692871094,4.14472770690918
powder_600_800,region_04,642.5,646.5,mixed_activity,humanities,humanities_test,1,vanillalstm,1.5446555614471436,2.1062281131744385
powder_600_800,region_05,647.5,655.5,diurnal_pattern,humanities,humanities_test,1,vanillalstm,2.437880039215088,3.109654188156128
powder_600_800,region_06,656.5,675.5,mixed_activity,humanities,humanities_test,1,vanillalstm,1.3802756071090698,2.025170087814331
powder_600_800,region_07,676.5,690.5,noise_floor,humanities,humanities_test,1,vanillalstm,0.06329640746116638,0.2451309859752655
powder_600_800,region_08,691.5,728.5,mixed_activity,humanities,humanities_test,1,vanillalstm,1.398438811302185,1.8533638715744019
powder_600_800,region_09,729.5,734.5,mixed_activity,humanities,humanities_test,1,vanillalstm,1.7234549522399902,2.3316688537597656
powder_600_800,region_10,735.5,740.5,intermittent_occupancy,humanities,humanities_test,1,vanillalstm,1.3953006267547607,1.8528013229370117
powder_600_800,region_11,741.5,745.5,intermittent_occupancy,humanities,humanities_test,1,vanillalstm,1.0198938846588135,1.6038239002227783
powder_600_800,region_12,746.5,755.5,bursty_short_timescale,humanities,humanities_test,1,vanillalstm,2.0562500953674316,2.732426166534424
powder_600_800,region_13,756.5,768.5,diurnal_pattern,humanities,humanities_test,1,vanillalstm,0.8828114867210388,1.2771462202072144
powder_600_800,region_14,769.5,776.5,bursty_short_timescale,humanities,humanities_test,1,vanillalstm,5.5280303955078125,7.619280815124512
powder_600_800,region_15,777.5,788.5,noise_floor,humanities,humanities_test,1,vanillalstm,0.02389446645975113,0.03239472582936287
powder_600_800,region_16,789.5,794.5,mixed_activity,humanities,humanities_test,1,vanillalstm,0.0723673552274704,0.0966934934258461
powder_600_800,region_17,795.5,799.5,noise_floor,humanities,humanities_test,1,vanillalstm,0.041530292481184006,0.22132104635238647
powder_600_800,region_01,600.5,607.5,mixed_activity,humanities,humanities_test,5,vanillalstm,2.9789302349090576,4.289276123046875
powder_600_800,region_02,608.5,621.5,noise_floor,humanities,humanities_test,5,vanillalstm,0.03267065808176994,0.0647953525185585
powder_600_800,region_03,622.5,641.5,bursty_short_timescale,humanities,humanities_test,5,vanillalstm,2.9195542335510254,3.9737284183502197
powder_600_800,region_04,642.5,646.5,mixed_activity,humanities,humanities_test,5,vanillalstm,1.5147109031677246,2.0824923515319824
powder_600_800,region_05,647.5,655.5,diurnal_pattern,humanities,humanities_test,5,vanillalstm,2.4723012447357178,3.14809250831604
powder_600_800,region_06,656.5,675.5,mixed_activity,humanities,humanities_test,5,vanillalstm,1.4685592651367188,2.096215009689331
powder_600_800,region_07,676.5,690.5,noise_floor,humanities,humanities_test,5,vanillalstm,0.06209293380379677,0.23741500079631805
powder_600_800,region_08,691.5,728.5,mixed_activity,humanities,humanities_test,5,vanillalstm,1.407965064048767,1.8596736192703247
powder_600_800,region_09,729.5,734.5,mixed_activity,humanities,humanities_test,5,vanillalstm,1.7283406257629395,2.335350513458252
powder_600_800,region_10,735.5,740.5,intermittent_occupancy,humanities,humanities_test,5,vanillalstm,1.4824378490447998,1.9554334878921509
powder_600_800,region_11,741.5,745.5,intermittent_occupancy,humanities,humanities_test,5,vanillalstm,1.0918152332305908,1.684783697128296
powder_600_800,region_12,746.5,755.5,bursty_short_timescale,humanities,humanities_test,5,vanillalstm,2.037966251373291,2.73432993888855
powder_600_800,region_13,756.5,768.5,diurnal_pattern,humanities,humanities_test,5,vanillalstm,0.8837756514549255,1.2807135581970215
powder_600_800,region_14,769.5,776.5,bursty_short_timescale,humanities,humanities_test,5,vanillalstm,5.5025763511657715,7.605008125305176
powder_600_800,region_15,777.5,788.5,noise_floor,humanities,humanities_test,5,vanillalstm,0.02324831299483776,0.031460028141736984
powder_600_800,region_16,789.5,794.5,mixed_activity,humanities,humanities_test,5,vanillalstm,0.07272776961326599,0.09805309027433395
powder_600_800,region_17,795.5,799.5,noise_floor,humanities,humanities_test,5,vanillalstm,0.04136214405298233,0.22152648866176605
powder_600_800,region_01,600.5,607.5,mixed_activity,humanities,humanities_test,15,vanillalstm,3.0118234157562256,4.34004020690918
powder_600_800,region_02,608.5,621.5,noise_floor,humanities,humanities_test,15,vanillalstm,0.03346730023622513,0.06548026949167252
powder_600_800,region_03,622.5,641.5,bursty_short_timescale,humanities,humanities_test,15,vanillalstm,3.0018150806427,4.150753974914551
powder_600_800,region_04,642.5,646.5,mixed_activity,humanities,humanities_test,15,vanillalstm,1.5145167112350464,2.069364070892334
powder_600_800,region_05,647.5,655.5,diurnal_pattern,humanities,humanities_test,15,vanillalstm,2.5750980377197266,3.264735460281372
powder_600_800,region_06,656.5,675.5,mixed_activity,humanities,humanities_test,15,vanillalstm,1.471092939376831,2.0897109508514404
powder_600_800,region_07,676.5,690.5,noise_floor,humanities,humanities_test,15,vanillalstm,0.06375687569379807,0.24927645921707153
powder_600_800,region_08,691.5,728.5,mixed_activity,humanities,humanities_test,15,vanillalstm,1.4694174528121948,1.945841670036316
powder_600_800,region_09,729.5,734.5,mixed_activity,humanities,humanities_test,15,vanillalstm,1.7518237829208374,2.352810859680176
powder_600_800,region_10,735.5,740.5,intermittent_occupancy,humanities,humanities_test,15,vanillalstm,1.6141126155853271,2.132798194885254
powder_600_800,region_11,741.5,745.5,intermittent_occupancy,humanities,humanities_test,15,vanillalstm,1.1720008850097656,1.8226808309555054
powder_600_800,region_12,746.5,755.5,bursty_short_timescale,humanities,humanities_test,15,vanillalstm,2.0909295082092285,2.848506212234497
powder_600_800,region_13,756.5,768.5,diurnal_pattern,humanities,humanities_test,15,vanillalstm,0.9364845156669617,1.347003698348999
powder_600_800,region_14,769.5,776.5,bursty_short_timescale,humanities,humanities_test,15,vanillalstm,5.501980781555176,7.626742362976074
powder_600_800,region_15,777.5,788.5,noise_floor,humanities,humanities_test,15,vanillalstm,0.021815581247210503,0.029929637908935547
powder_600_800,region_16,789.5,794.5,mixed_activity,humanities,humanities_test,15,vanillalstm,0.07154572755098343,0.09747551381587982
powder_600_800,region_17,795.5,799.5,noise_floor,humanities,humanities_test,15,vanillalstm,0.0399748757481575,0.2212066352367401
powder_600_800,region_01,600.5,607.5,mixed_activity,humanities,humanities_test,60,vanillalstm,3.2034151554107666,4.566066741943359
powder_600_800,region_02,608.5,621.5,noise_floor,humanities,humanities_test,60,vanillalstm,0.03679594770073891,0.06866088509559631
powder_600_800,region_03,622.5,641.5,bursty_short_timescale,humanities,humanities_test,60,vanillalstm,3.422708749771118,4.599997520446777
powder_600_800,region_04,642.5,646.5,mixed_activity,humanities,humanities_test,60,vanillalstm,1.5154824256896973,2.0522208213806152
powder_600_800,region_05,647.5,655.5,diurnal_pattern,humanities,humanities_test,60,vanillalstm,2.6748149394989014,3.4029040336608887
powder_600_800,region_06,656.5,675.5,mixed_activity,humanities,humanities_test,60,vanillalstm,1.5831520557403564,2.2369749546051025
powder_600_800,region_07,676.5,690.5,noise_floor,humanities,humanities_test,60,vanillalstm,0.06721658259630203,0.2479766607284546
powder_600_800,region_08,691.5,728.5,mixed_activity,humanities,humanities_test,60,vanillalstm,1.6094818115234375,2.1098880767822266
powder_600_800,region_09,729.5,734.5,mixed_activity,humanities,humanities_test,60,vanillalstm,1.7165417671203613,2.3000431060791016
powder_600_800,region_10,735.5,740.5,intermittent_occupancy,humanities,humanities_test,60,vanillalstm,1.6640434265136719,2.219972610473633
powder_600_800,region_11,741.5,745.5,intermittent_occupancy,humanities,humanities_test,60,vanillalstm,1.2499760389328003,1.9220994710922241
powder_600_800,region_12,746.5,755.5,bursty_short_timescale,humanities,humanities_test,60,vanillalstm,2.263685941696167,3.0609006881713867
powder_600_800,region_13,756.5,768.5,diurnal_pattern,humanities,humanities_test,60,vanillalstm,1.077336072921753,1.528621792793274
powder_600_800,region_14,769.5,776.5,bursty_short_timescale,humanities,humanities_test,60,vanillalstm,5.529122352600098,7.680429935455322
powder_600_800,region_15,777.5,788.5,noise_floor,humanities,humanities_test,60,vanillalstm,0.023268921300768852,0.03136666491627693
powder_600_800,region_16,789.5,794.5,mixed_activity,humanities,humanities_test,60,vanillalstm,0.07477834820747375,0.09953885525465012
powder_600_800,region_17,795.5,799.5,noise_floor,humanities,humanities_test,60,vanillalstm,0.04099909961223602,0.22129188477993011
