epoch,train_loss,val_loss,epoch_start_time,epoch_end_time,epoch_duration_sec,learning_rate,val_teacher_loss,val_loss_t1,val_loss_t5,val_loss_t15,val_loss_t60
1,0.6585527068471484,1.3270518723291873,2026-07-20T13:34:25+00:00,2026-07-20T13:34:47+00:00,22.19938543101307,0.005,1.2751059200674455,1.2404292531374121,1.240895060749797,1.2513583163617676,1.4171115228290134
2,0.6049374731903048,1.3511253184631091,2026-07-20T13:34:47+00:00,2026-07-20T13:35:10+00:00,22.388178523047827,0.005,1.3031059515394265,1.267877554693142,1.268069700761275,1.2742016109644319,1.4668184080772313
3,0.5920647302819781,1.3779358368415338,2026-07-20T13:35:10+00:00,2026-07-20T13:35:31+00:00,21.60284623503685,0.005,1.316391782236063,1.2789993249705223,1.2799057454166747,1.2905658433417313,1.523869685675007
4,0.5852204347126281,1.4238525537063913,2026-07-20T13:35:31+00:00,2026-07-20T13:35:53+00:00,21.88133211096283,0.005,1.3315578567061923,1.2940009257736964,1.2944052239426045,1.3068816896792674,1.6381930911513665
5,0.5795882280776271,1.396755887680695,2026-07-20T13:35:53+00:00,2026-07-20T13:36:15+00:00,21.909079749020748,0.005,1.321521372718607,1.2847909803514357,1.2836522218195694,1.2903465609044134,1.5905676820607837
6,0.5777048987485857,1.4611295009041851,2026-07-20T13:36:15+00:00,2026-07-20T13:36:37+00:00,21.64853690599557,0.005,1.3683213786918575,1.3304377542004684,1.3304317392767433,1.3443958830341662,1.6521730852819199
7,0.5750407702902188,1.489748819626589,2026-07-20T13:36:37+00:00,2026-07-20T13:36:58+00:00,21.560082561918534,0.005,1.364767203538631,1.326929079293294,1.3282593012402493,1.3476638021680396,1.756959269664231
8,0.5715098954885768,1.4824166186808447,2026-07-20T13:36:58+00:00,2026-07-20T13:37:20+00:00,21.54480831499677,0.005,1.3690450834444774,1.331747202221176,1.3340313840768463,1.3541307879186386,1.7193080065722135
9,0.5690469532124778,1.482376604247767,2026-07-20T13:37:20+00:00,2026-07-20T13:37:42+00:00,21.614053450059146,0.005,1.3735627333930287,1.3353259667264679,1.3346649443857355,1.350222398890531,1.727683105935023
10,0.5673220421070887,1.5010565278000099,2026-07-20T13:37:42+00:00,2026-07-20T13:38:03+00:00,21.914227677043527,0.005,1.3718042062201328,1.332617020224505,1.3357004219562247,1.3616301330379896,1.748288419066357
11,0.5658955699255487,1.5218311115655396,2026-07-20T13:38:03+00:00,2026-07-20T13:38:25+00:00,21.651518212049268,0.005,1.4082484500293426,1.3701642869172705,1.369053867593624,1.3842590454427954,1.7601276482217088
12,0.5634056492849379,1.5465200566626214,2026-07-20T13:38:25+00:00,2026-07-20T13:38:47+00:00,21.63857769302558,0.005,1.396032816768148,1.358718740930987,1.359537451024999,1.3878064487069686,1.833618585165445
13,0.5634831974022843,1.4776541443614217,2026-07-20T13:38:47+00:00,2026-07-20T13:39:08+00:00,21.706927469931543,0.005,1.4047905928857278,1.3655878071387912,1.3626848443762047,1.3619912615980785,1.6855450769341385
14,0.5619935729894467,1.511363338385947,2026-07-20T13:39:08+00:00,2026-07-20T13:39:30+00:00,21.724392411997542,0.005,1.3971770128464316,1.3600812377230278,1.3609837720738376,1.375344999880168,1.7498224300678857
15,0.5609796713380253,1.5427510363168622,2026-07-20T13:39:30+00:00,2026-07-20T13:39:52+00:00,21.73903829907067,0.005,1.393638765292827,1.3554068493242024,1.3572252665520443,1.377537352151776,1.8717551817868483
16,0.5587111992368312,1.467081566636484,2026-07-20T13:39:52+00:00,2026-07-20T13:40:14+00:00,21.717713803052902,0.005,1.389133125520827,1.3499131585187454,1.3490982347084786,1.3523486576706878,1.6734712468111579
17,0.5578655204105509,1.508876173071865,2026-07-20T13:40:14+00:00,2026-07-20T13:40:35+00:00,21.718149884953164,0.005,1.3893267749556155,1.349867312939136,1.35247585917357,1.3686549913072696,1.7425190872413863
18,0.5574639231306717,1.495625172251504,2026-07-20T13:40:35+00:00,2026-07-20T13:40:57+00:00,21.70579004404135,0.005,1.391911685330163,1.3541255394314153,1.3542112812365714,1.3623308658235578,1.758670331868987
19,0.5558440402462269,1.5077496329002293,2026-07-20T13:40:57+00:00,2026-07-20T13:41:19+00:00,22.301835278980434,0.005,1.3848514347426122,1.3448833803624212,1.3468182143407346,1.3621912490693189,1.7890615587110643
20,0.5555483258968164,1.4532218128784273,2026-07-20T13:41:19+00:00,2026-07-20T13:41:41+00:00,21.766461908933707,0.005,1.407391696963445,1.3676429687336804,1.3659553892107936,1.3637317864379417,1.5985280132366557
