run_id,band,region_id,region_start_mhz,region_end_mhz,bin_count
20220208T1750Z,87_6020,1,87.5,111.5,25
20220208T1750Z,87_6020,2,112.5,189.5,78
20220208T1750Z,87_6020,3,190.5,249.5,60
20220208T1750Z,87_6020,4,250.5,259.5,10
20220208T1750Z,87_6020,5,260.5,319.5,60
20220208T1750Z,87_6020,6,320.5,469.5,150
20220208T1750Z,87_6020,7,470.5,499.5,30
20220208T1750Z,87_6020,8,500.5,549.5,50
20220208T1750Z,87_6020,9,550.5,599.5,50
20220208T1750Z,87_6020,10,600.5,649.5,50
20220208T1750Z,87_6020,11,650.5,709.5,60
20220208T1750Z,87_6020,12,710.5,779.5,70
20220208T1750Z,87_6020,13,780.5,859.5,80
20220208T1750Z,87_6020,14,860.5,899.5,40
20220208T1750Z,87_6020,15,900.5,939.5,40
20220208T1750Z,87_6020,16,940.5,1139.5,200
20220208T1750Z,87_6020,17,1140.5,1699.5,560
20220208T1750Z,87_6020,18,1700.5,1869.5,170
20220208T1750Z,87_6020,19,1870.5,1929.5,60
20220208T1750Z,87_6020,20,1930.5,1999.5,70
20220208T1750Z,87_6020,21,2000.5,2049.5,50
20220208T1750Z,87_6020,22,2050.5,2109.5,60
20220208T1750Z,87_6020,23,2110.5,2179.5,70
20220208T1750Z,87_6020,24,2180.5,2319.5,140
20220208T1750Z,87_6020,25,2320.5,2359.5,40
20220208T1750Z,87_6020,26,2360.5,2509.5,150
20220208T1750Z,87_6020,27,2510.5,2549.5,40
20220208T1750Z,87_6020,28,2550.5,2569.5,20
20220208T1750Z,87_6020,29,2570.5,2669.5,100
20220208T1750Z,87_6020,30,2670.5,2689.5,20
20220208T1750Z,87_6020,31,2690.5,3999.5,1310
20220208T1750Z,87_6020,32,4000.5,6019.5,2020
