search_stage,trial_id,status,model_name,chunk_id,seed,hidden_size,num_layers,dropout,output_strategy,bidirectional,learning_rate,batch_size,weight_decay,optimizer,gradient_clip_norm,epochs_requested,epochs_completed,best_epoch,train_loss_at_best,teacher_val_loss_at_best,val_ar_loss,rmse_t1_db,rmse_t5_db,rmse_t15_db,rmse_t60_db,mean_horizon_rmse_db,mae_t1_db,mae_t5_db,mae_t15_db,mae_t60_db,mean_horizon_mae_db,training_seconds,validation_seconds,total_seconds,checkpoint_path,config_path,error_message
optimization,opt_0037,completed,vanillalstm,powder_600_800,42,16,1,0.0,final_hidden,False,0.003,64,0.0001,adam,1.0,15,6,3,0.5732240207324165,1.213964798978267,1.3447707463766783,2.198032591543021,2.2882576157688335,2.347706224467278,2.4868086396891558,2.3302012678670723,1.1690782257853816,1.2335537377477879,1.2819434522385649,1.399864525305002,1.271109985269184,33.13,0.06,33.19,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/checkpoints/opt_0037_best.pt,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/configs/opt_0037.yaml,
optimization,opt_0038,completed,vanillalstm,powder_600_800,42,32,1,0.0,final_hidden,False,0.0005,32,0.0,adam,1.0,15,6,3,0.5876865151773862,1.2171990107033999,1.3958046399910031,2.198630829599895,2.312362781544587,2.382571454825649,2.584300943587004,2.369466502389284,1.1610892071627836,1.239953673284531,1.2955536954119151,1.4554218331012465,1.288004602240119,65.38,0.1,65.48,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/checkpoints/opt_0038_best.pt,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/configs/opt_0038.yaml,
optimization,opt_0039,completed,vanillalstm,powder_600_800,42,32,1,0.0,final_hidden,False,0.0005,32,0.0001,adam,1.0,15,5,2,0.622099390737717,1.2342570355830302,1.4077648989116873,2.212857004478086,2.304981369106351,2.392351255690313,2.583906026068167,2.3735239138357294,1.1725071310893072,1.2355611571855325,1.3076087702971442,1.4533970130265712,1.2922685178996387,54.31,0.1,54.41,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/checkpoints/opt_0039_best.pt,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/configs/opt_0039.yaml,
optimization,opt_0040,completed,vanillalstm,powder_600_800,42,32,1,0.0,final_hidden,False,0.0005,64,0.0,adam,1.0,15,9,6,0.5750361352123551,1.2381730370849144,1.3591258635047738,2.2336088960516163,2.3069385001803955,2.350777094042535,2.478094246814088,2.3423546842721588,1.1881394863107926,1.2458614535255648,1.295551961576566,1.4049431795677902,1.2836240202451785,49.55,0.06,49.61,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/checkpoints/opt_0040_best.pt,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/configs/opt_0040.yaml,
optimization,opt_0041,completed,vanillalstm,powder_600_800,42,32,1,0.0,final_hidden,False,0.0005,64,0.0001,adam,1.0,15,7,4,0.6031730905106057,1.2365577512115014,1.3465878235474797,2.244947593871474,2.3304087506864617,2.388508429637571,2.518606241474198,2.3706177539174265,1.182883216441367,1.2473473457541688,1.2967974846132668,1.4287336157534938,1.2889404156405742,38.59,0.06,38.65,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/checkpoints/opt_0041_best.pt,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/configs/opt_0041.yaml,
optimization,opt_0042,completed,vanillalstm,powder_600_800,42,32,1,0.0,final_hidden,False,0.001,32,0.0,adam,1.0,15,6,3,0.5500481346612531,1.240982155763466,1.3991906042317397,2.2461235702338187,2.342268613414734,2.40589600780912,2.551744777947668,2.386508242351335,1.205852666792948,1.2650900483872696,1.318928332142853,1.4424777745361348,1.3080872054648014,65.17,0.14,65.32,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/checkpoints/opt_0042_best.pt,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/configs/opt_0042.yaml,
optimization,opt_0043,completed,vanillalstm,powder_600_800,42,32,1,0.0,final_hidden,False,0.001,32,0.0001,adam,1.0,15,6,3,0.5487021087299367,1.205366684280279,1.3960569014076059,2.221268353441877,2.3112994683741204,2.4367012907887022,2.629752983192203,2.3997555239492256,1.1761326133638244,1.245313983941705,1.3603979468529548,1.5102432678641071,1.3230219530056477,68.83,0.14,68.97,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/checkpoints/opt_0043_best.pt,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/configs/opt_0043.yaml,
optimization,opt_0044,completed,vanillalstm,powder_600_800,42,32,1,0.0,final_hidden,False,0.001,64,0.0,adam,1.0,15,5,2,0.6196495235885803,1.2377110291983335,1.3825570335824982,2.221194673766027,2.305189952910386,2.3652733812506357,2.569119468639974,2.3651943691417556,1.1757692105050426,1.2330961123070845,1.283012933151253,1.4446846125983912,1.2841407171404429,29.08,0.08,29.16,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/checkpoints/opt_0044_best.pt,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/configs/opt_0044.yaml,
optimization,opt_0045,completed,vanillalstm,powder_600_800,42,32,1,0.0,final_hidden,False,0.001,64,0.0001,adam,1.0,15,6,3,0.5833120317137945,1.2149988822354616,1.3585309873100455,2.2130950092370947,2.2908675710236346,2.3376424646831215,2.5238883571094797,2.3413733505133325,1.1732516790276808,1.2283869265779785,1.2833992029938355,1.4505961440690078,1.2839084881671257,34.36,0.07,34.44,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/checkpoints/opt_0045_best.pt,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/configs/opt_0045.yaml,
optimization,opt_0046,completed,vanillalstm,powder_600_800,42,32,1,0.0,final_hidden,False,0.003,32,0.0,adam,1.0,15,4,1,0.6217219829559326,1.2071985634228655,1.3564613193046047,2.1849144448760005,2.2969463785634594,2.3660033901123856,2.48056326516113,2.332106869678244,1.1458803113141716,1.2360174362697385,1.299590860219215,1.4016805287450722,1.2707922841370494,44.67,0.14,44.81,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/checkpoints/opt_0046_best.pt,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/configs/opt_0046.yaml,
optimization,opt_0047,completed,vanillalstm,powder_600_800,42,32,1,0.0,final_hidden,False,0.003,32,0.0001,adam,1.0,15,4,1,0.6209584689194145,1.197428287440584,1.3467134046190568,2.2172052111798792,2.321838657554286,2.381652048072375,2.48897873076797,2.3524186618936276,1.1790683571625915,1.2597440799281632,1.3052805550090412,1.3872266072942465,1.2828298998485106,45.39,0.13,45.53,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/checkpoints/opt_0047_best.pt,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/configs/opt_0047.yaml,
optimization,opt_0048,completed,vanillalstm,powder_600_800,42,32,1,0.0,final_hidden,False,0.003,64,0.0,adam,1.0,15,5,2,0.5619727428892722,1.2139358192909764,1.3470634067331562,2.2246102684865887,2.3188884482270407,2.365494952143778,2.460318020206338,2.3423279222659366,1.1839333205204403,1.2484778268195387,1.2893432076621818,1.373696806143727,1.2738627902864719,29.42,0.08,29.49,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/checkpoints/opt_0048_best.pt,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/configs/opt_0048.yaml,
optimization,opt_0049,completed,vanillalstm,powder_600_800,42,32,1,0.0,final_hidden,False,0.003,64,0.0001,adam,1.0,15,5,2,0.5597233861838053,1.2030473647226814,1.3357680062301287,2.216556710784276,2.3011843006640498,2.3861098287851172,2.4595239612984985,2.3408437003829854,1.1928275624079374,1.2519831517746862,1.3088797415277782,1.378386947199403,1.2830193507274512,28.28,0.08,28.37,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/checkpoints/opt_0049_best.pt,/home/jovyan/work/spectrum-usage/results/powder/600_800/hyperparameter_search/configs/opt_0049.yaml,
