epoch,train_loss,val_loss
1,0.24916811333394345,0.20128641029198965
2,0.14105171756244,0.18705021258857515
3,0.13941919067759573,0.1821567341685295
4,0.13890544670047583,0.1804637834429741
5,0.13855858377100508,0.17929325418339837
6,0.13841628237271014,0.17892979747719234
7,0.13827143807286096,0.17765111807319853
8,0.138134153858747,0.18117967827452552
9,0.13780562579631805,0.17895345969332588
10,0.13764880519406295,0.17646795014540353
11,0.13774453775014406,0.17741161005364525
12,0.13763850531828256,0.17619376050101387
13,0.13756067374790157,0.17654630541801453
14,0.1375709130992124,0.1759575456380844
15,0.1376089772876398,0.1762829538848665
16,0.13750307041185875,0.17639836172262827
17,0.13761062340603936,0.17659169104364184
18,0.13745570279381894,0.1760467050804032
19,0.1373899309999413,0.17696043848991394
20,0.13734597570182364,0.17554773804214266
21,0.13738052077867366,0.17597840974728265
22,0.1374269539927259,0.17581744326485527
23,0.13717844866124201,0.17704074415895674
24,0.137196660409739,0.17559591515196693
25,0.1371689156893595,0.17594150536590153
