epoch,train_loss,val_loss
1,0.35559752151186086,0.1946760072476334
2,0.2808585363773652,0.19186211791303423
3,0.279389455454585,0.20273883640766144
4,0.2780296136567622,0.19079355109069082
5,0.278069128776774,0.1906522727674908
6,0.27678775401027117,0.195539897100793
7,0.27589945403146154,0.1890251189470291
8,0.27602088754927673,0.19279439912901986
9,0.2766835190999655,0.1939054127368662
10,0.27562696928227387,0.18805963297684988
11,0.27557122587789723,0.18982957758837277
12,0.2752513047537686,0.20247417605585522
13,0.27501017250764515,0.18770366658767065
14,0.2743923897728508,0.1862886208626959
15,0.27467979877083387,0.18990005304416022
16,0.2742109521303648,0.18800951954391268
17,0.2739011467790898,0.18821258553200299
18,0.2737367261707047,0.18838747673564488
19,0.27364039614244745,0.19185618393950993
20,0.2743565696809027,0.19869903143909243
21,0.2741180721808363,0.1870923704571194
22,0.2743149013430984,0.1937689296901226
23,0.27375552352563837,0.18678629481130177
24,0.274066013318521,0.1888999284969436
25,0.2742384693320887,0.19325070000357097
