epoch,train_loss,val_loss,epoch_start_time,epoch_end_time,epoch_duration_sec,learning_rate,val_teacher_loss,val_loss_t1,val_loss_t5,val_loss_t15,val_loss_t60
1,0.8533701325066936,1.4773483622165127,2026-07-20T04:47:26+00:00,2026-07-20T04:47:42+00:00,15.97688280697912,0.001,1.34974316240267,0.8865319808930842,0.9056951763065717,0.9631969728542649,1.0807106513103455
2,0.7144000304697689,1.4360029606418756,2026-07-20T04:47:42+00:00,2026-07-20T04:47:58+00:00,15.980747930938378,0.001,1.3263149425273633,0.8672757694739421,0.8808093180183236,0.9336357517096833,1.0618937579730086
3,0.6915624510923444,1.4234715654649808,2026-07-20T04:47:58+00:00,2026-07-20T04:48:14+00:00,16.055050921975635,0.001,1.315065336591415,0.857251354756246,0.8719289539424517,0.9263914741632593,1.0484365361337444
4,0.6792141176235955,1.4335794649051345,2026-07-20T04:48:14+00:00,2026-07-20T04:48:30+00:00,16.06102676608134,0.001,1.3033028977517864,0.8451288783823261,0.8615271844936692,0.9303524148373203,1.0664881385919702
5,0.6702367198761802,1.417525018444498,2026-07-20T04:48:30+00:00,2026-07-20T04:48:47+00:00,16.18464941799175,0.001,1.3012391137712784,0.8444054017540152,0.8611410555948737,0.9163846569206878,1.0580250215894393
6,0.6660732829285194,1.4071162984571384,2026-07-20T04:48:47+00:00,2026-07-20T04:49:03+00:00,16.094652130967006,0.001,1.2994957479811806,0.840933239186993,0.857046103659477,0.9103063699853329,1.023487469622197
7,0.6632556487629409,1.388857188115593,2026-07-20T04:49:03+00:00,2026-07-20T04:49:19+00:00,15.96805765805766,0.001,1.2942310671769937,0.8340394187519569,0.8499562576526903,0.9007185106059067,0.9951981042177622
8,0.6611070342499296,1.4006545343471848,2026-07-20T04:49:19+00:00,2026-07-20T04:49:35+00:00,16.004296018974856,0.001,1.2931482919299875,0.8328574813959253,0.8474816693604448,0.8983640852775282,1.0361855121059271
9,0.6583790465952027,1.4052090590236752,2026-07-20T04:49:35+00:00,2026-07-20T04:49:51+00:00,15.996163225034252,0.001,1.2792880644325082,0.8180260785663401,0.8319398301248332,0.8881025205131705,1.0406522787254275
10,0.6550576398068534,1.4214149085619978,2026-07-20T04:49:51+00:00,2026-07-20T04:50:07+00:00,15.988035037065856,0.001,1.2762226257615417,0.814295117181676,0.8257171179502065,0.8825505471411552,1.1017318063109887
