epoch,train_loss,val_loss,epoch_start_time,epoch_end_time,epoch_duration_sec,learning_rate,val_teacher_loss,val_loss_t1,val_loss_t5,val_loss_t15,val_loss_t60
1,0.8499430220204555,1.503824139369353,2026-07-20T04:41:22+00:00,2026-07-20T04:41:33+00:00,10.764397652004845,0.001,1.3775942489391064,0.9133815710781185,0.9450280611751644,1.0006292066501297,1.1094796166165184
2,0.6841966060971311,1.4337305822445237,2026-07-20T04:41:33+00:00,2026-07-20T04:41:44+00:00,10.741627382929437,0.001,1.3310561325713879,0.8647280540175111,0.890114065345007,0.9351023808690427,1.046440295590699
3,0.6511845533064045,1.4489877460567095,2026-07-20T04:41:44+00:00,2026-07-20T04:41:55+00:00,10.750026660971344,0.001,1.3024182010242957,0.8357968730780915,0.8674432594357556,0.9362912815035754,1.0873447429132825
4,0.6280098586852169,1.5247759509632606,2026-07-20T04:41:55+00:00,2026-07-20T04:42:05+00:00,10.766157774021849,0.001,1.2768828632267377,0.811110092483404,0.8622938403646454,0.9867357334107844,1.2233259732486637
5,0.6102546162367853,1.4125316907431333,2026-07-20T04:42:05+00:00,2026-07-20T04:42:16+00:00,10.770823123981245,0.001,1.2543846614488208,0.7890345522465597,0.8177053254979257,0.8969132700039231,1.0718318487851675
6,0.59921010274234,1.4197700606047652,2026-07-20T04:42:16+00:00,2026-07-20T04:42:27+00:00,10.729336027055979,0.001,1.246037827193282,0.7820292756757663,0.8085507272764016,0.8936696962545846,1.076992633688541
7,0.5929515902548711,1.3987444466306964,2026-07-20T04:42:27+00:00,2026-07-20T04:42:38+00:00,10.734288029023446,0.001,1.242753301868002,0.7788489247096404,0.8017346403980983,0.8758811477486413,1.0442063935840402
8,0.5888805109958465,1.3861163299502308,2026-07-20T04:42:38+00:00,2026-07-20T04:42:48+00:00,10.746974306064658,0.001,1.2404368433333535,0.7750675623653499,0.7935317490847056,0.8587768278049148,1.0394625263359711
9,0.5863734708367007,1.3710191031448713,2026-07-20T04:42:48+00:00,2026-07-20T04:42:59+00:00,10.763797427993268,0.001,1.2411019092297737,0.7748396451236638,0.7888333196858414,0.8449095787892815,1.0206078900635698
10,0.5846853394229066,1.37541462628896,2026-07-20T04:42:59+00:00,2026-07-20T04:43:10+00:00,10.78321807202883,0.001,1.2480098746205104,0.7819372606641464,0.7927012698340962,0.8482098470207389,1.0218418099498021
11,0.5834374921572757,1.3755415050128035,2026-07-20T04:43:10+00:00,2026-07-20T04:43:21+00:00,10.779083137982525,0.001,1.2483544040272254,0.7812016428881929,0.7913023115114401,0.8458231714845613,1.0245212999008995
12,0.5824174261161917,1.389177757365103,2026-07-20T04:43:21+00:00,2026-07-20T04:43:31+00:00,10.812528801034205,0.001,1.246650941499317,0.7793771656414935,0.7933745748214139,0.8544195444529293,1.0595454951279035
