epoch,train_loss,val_loss,epoch_start_time,epoch_end_time,epoch_duration_sec,learning_rate,val_teacher_loss,val_loss_t1,val_loss_t5,val_loss_t15,val_loss_t60
1,0.7915815895524451,1.4876261194243685,2026-07-20T05:09:19+00:00,2026-07-20T05:09:40+00:00,20.241584714967757,0.001,1.3346640554093223,0.8665372415353324,0.8694878953103801,0.9310296309813288,1.1664453062392373
2,0.6716181927413275,1.4608950432930283,2026-07-20T05:09:40+00:00,2026-07-20T05:10:00+00:00,20.188588982913643,0.001,1.3191684202383493,0.8517067068405734,0.8542860882882853,0.9183633709681853,1.111328266959154
3,0.6455647653398857,1.4324525549211575,2026-07-20T05:10:00+00:00,2026-07-20T05:10:20+00:00,20.182312219054438,0.001,1.3178343172291762,0.8474444123624846,0.8530524341204694,0.8966452220014034,1.0844964944679318
4,0.6362942634375828,1.4405084839303985,2026-07-20T05:10:20+00:00,2026-07-20T05:10:40+00:00,20.157317899051122,0.001,1.3027612580597856,0.8326826350379536,0.8440121585176191,0.903413845382574,1.1060519218444824
5,0.6311321143566941,1.417801856994629,2026-07-20T05:10:40+00:00,2026-07-20T05:11:00+00:00,20.184138311073184,0.001,1.3098835253533516,0.8406171289109091,0.8483762267891687,0.8962171041328488,1.0762278742462623
6,0.6270915090207935,1.3975595299524206,2026-07-20T05:11:00+00:00,2026-07-20T05:11:21+00:00,20.198084819014184,0.001,1.305189101750614,0.8356008966460483,0.8408700054838457,0.8737680384220968,1.067846780514899
7,0.6232107080286515,1.444158179159383,2026-07-20T05:11:21+00:00,2026-07-20T05:11:41+00:00,20.160908597987145,0.001,1.3022695588701554,0.8349156161301009,0.8420243081245714,0.893879906821797,1.1564361375706795
8,0.6208589748921783,1.3813313964669032,2026-07-20T05:11:41+00:00,2026-07-20T05:12:01+00:00,20.31264489609748,0.001,1.3194105515953238,0.8502620849900573,0.852810624901575,0.877861891084045,1.008066033589021
9,0.6187209241231442,1.4039696955498848,2026-07-20T05:12:01+00:00,2026-07-20T05:12:21+00:00,20.285073847975582,0.001,1.3182631776533054,0.8471958036641128,0.8496593045824357,0.8800043004159709,1.044631324651587
10,0.6171043711744466,1.450359855899374,2026-07-20T05:12:21+00:00,2026-07-20T05:12:42+00:00,20.281073877005838,0.001,1.317675000838651,0.8452422273068028,0.8497400138214344,0.8966976413290009,1.1333212015283016
11,0.6157768163435225,1.4355732593827575,2026-07-20T05:12:42+00:00,2026-07-20T05:13:02+00:00,20.304191848961636,0.001,1.3165337602600797,0.8449594410321185,0.8471438720936083,0.8920411463002212,1.1045261120978203
