epoch,train_loss,val_loss,epoch_start_time,epoch_end_time,epoch_duration_sec,learning_rate,val_teacher_loss,val_loss_t1,val_loss_t5,val_loss_t15,val_loss_t60
1,0.6859898241852392,1.455155762759122,2026-07-20T12:56:54+00:00,2026-07-20T12:57:17+00:00,22.255840365076438,0.005,1.2873980882424632,1.2517498415603812,1.2695408027713038,1.367142969456404,1.5822182677919578
2,0.6145779944775949,1.3541951172218876,2026-07-20T12:57:17+00:00,2026-07-20T12:57:39+00:00,22.01168468699325,0.005,1.2632177959788928,1.227152079093356,1.2297163920333314,1.2748126306089398,1.4395798172451686
3,0.602418833905984,1.3617940491806741,2026-07-20T12:57:39+00:00,2026-07-20T12:58:01+00:00,22.302558972965926,0.005,1.259842648589948,1.2237475885518003,1.2297308610722344,1.2751757415584974,1.4669803913719697
4,0.5964908707280926,1.3975811190419383,2026-07-20T12:58:01+00:00,2026-07-20T12:58:22+00:00,20.754601527005434,0.005,1.2652260279090828,1.2283990873099284,1.2327458532463056,1.2784652076120864,1.5661669491446593
5,0.5911968911470111,1.3969810917871066,2026-07-20T12:58:22+00:00,2026-07-20T12:58:42+00:00,20.80286346108187,0.005,1.2833753803288144,1.247004403332156,1.2509377933441,1.2901253478048047,1.5418192693711785
6,0.5925202287755048,1.3585214986429586,2026-07-20T12:58:42+00:00,2026-07-20T12:59:03+00:00,20.71273284300696,0.005,1.2821411849707478,1.2450330587085465,1.2398213903078876,1.2687866926375375,1.4657263584588665
7,0.5850350619162339,1.4144414451124105,2026-07-20T12:59:03+00:00,2026-07-20T12:59:24+00:00,20.855008812970482,0.005,1.3049030280277145,1.2644165482021998,1.2594200255216943,1.310296631296506,1.5450030582564946
8,0.5831784207967717,1.449249384692828,2026-07-20T12:59:24+00:00,2026-07-20T12:59:45+00:00,20.85060175799299,0.005,1.2778692085202001,1.2412935319613463,1.2352127624523375,1.307162736553195,1.637094076577719
9,0.5817872175948468,1.3786445807827803,2026-07-20T12:59:45+00:00,2026-07-20T13:00:06+00:00,20.90402080793865,0.005,1.3217040701983447,1.2839128925565366,1.2655869346251463,1.2993864907482546,1.4871867386050768
10,0.5796486670154857,1.4227632503640661,2026-07-20T13:00:06+00:00,2026-07-20T13:00:27+00:00,20.79921741608996,0.005,1.3111923881119858,1.2726456785675586,1.2718279265191739,1.3373262435994684,1.5411432847619695
11,0.5776678093116944,1.4071465114130146,2026-07-20T13:00:27+00:00,2026-07-20T13:00:47+00:00,20.73203930805903,0.005,1.325602896619699,1.285861550805403,1.2702001057297698,1.3217403085474024,1.5330762316745323
12,0.5743329246370403,1.4249982405838117,2026-07-20T13:00:47+00:00,2026-07-20T13:01:09+00:00,21.71139031101484,0.005,1.3527545544644,1.3099868211972068,1.2838221361292874,1.3335848954727487,1.5304601638712347
13,0.5742010847733937,1.4639224858571775,2026-07-20T13:01:09+00:00,2026-07-20T13:01:30+00:00,21.245814466034062,0.005,1.3277589835858328,1.2861504521963705,1.2885166544145623,1.3610786907175645,1.612467464916209
14,0.5724274842125789,1.438756209643767,2026-07-20T13:01:30+00:00,2026-07-20T13:01:51+00:00,20.845131765003316,0.005,1.3262626485482165,1.285771335692147,1.2908878435698787,1.3618784264082942,1.5377817561919676
15,0.5722815192405125,1.385329064929458,2026-07-20T13:01:51+00:00,2026-07-20T13:02:12+00:00,20.830476013943553,0.005,1.3414771347395604,1.3006608684705905,1.2734867224172384,1.3149022232766732,1.4737628553549327
16,0.5714119894881627,1.4439511889260266,2026-07-20T13:02:12+00:00,2026-07-20T13:02:33+00:00,20.85873751505278,0.005,1.3745334011803518,1.3326972585493049,1.3117571795050473,1.36404148725447,1.5476268151955717
17,0.5712995470265411,1.4895186544466419,2026-07-20T13:02:33+00:00,2026-07-20T13:02:54+00:00,20.94737196189817,0.005,1.3343358793907079,1.2946531799934218,1.2987190083386426,1.371555425266531,1.6572923587423138
18,0.5674167469426079,1.4555746132039769,2026-07-20T13:02:54+00:00,2026-07-20T13:03:16+00:00,22.654222592012957,0.005,1.3522294356314803,1.3131888508341347,1.3011784513457483,1.3614971045777486,1.5965438227875712
19,0.5698044207080251,1.454453756282856,2026-07-20T13:03:16+00:00,2026-07-20T13:03:39+00:00,22.659410140942782,0.005,1.357923556503401,1.3188157048819174,1.290677906995151,1.35145975379565,1.5975628044880283
20,0.5657244786165985,1.4315661786620721,2026-07-20T13:03:39+00:00,2026-07-20T13:04:01+00:00,22.080402615014464,0.005,1.3625541281572637,1.319822339086336,1.28055667367211,1.359141427747524,1.5349869112462102
